SigC,SigH,EpsC,EpsH,density
0.15,0.182,0.1643,0.12,683.251
0.15,0.182,0.1643,0.14,687.918
0.15,0.182,0.3286,0.02,646.183
0.15,0.182,0.3286,0.04,654.169
0.15,0.182,0.3286,0.06,666.888
0.15,0.182,0.3286,0.08,666.323
0.15,0.182,0.3286,0.1,672.692
0.15,0.182,0.3286,0.12,686.368
0.15,0.182,0.3286,0.14,690.656
0.15,0.182,0.4929,0.02,651.678
0.15,0.182,0.4929,0.04,656.128
0.15,0.182,0.4929,0.06,660.137
0.15,0.182,0.4929,0.08,669.773
0.15,0.182,0.4929,0.1,677.2
0.15,0.182,0.4929,0.12,684.79
0.15,0.182,0.4929,0.14,692.684
0.15,0.182,0.6572,0.02,651.153
0.15,0.182,0.6572,0.04,658.571
0.15,0.182,0.6572,0.06,665.038
0.15,0.182,0.6572,0.08,674.438
0.15,0.182,0.6572,0.1,678.908
0.15,0.182,0.6572,0.12,683.503
0.15,0.182,0.6572,0.14,686.94
0.15,0.182,0.8215,0.02,650.766
0.15,0.182,0.8215,0.04,657.412
0.15,0.182,0.8215,0.06,663.22
0.15,0.182,0.8215,0.08,669.486
0.15,0.182,0.8215,0.1,679.463
0.15,0.182,0.8215,0.12,687.459
0.15,0.182,0.8215,0.14,694.643
0.15,0.182,0.9858,0.02,652.683
0.15,0.182,0.9858,0.04,659.932
0.15,0.182,0.9858,0.06,668.935
0.15,0.182,0.9858,0.08,672.238
0.15,0.182,0.9858,0.1,680.226
0.15,0.182,0.9858,0.12,687.943
0.15,0.182,0.9858,0.14,691.43
0.15,0.182,1.1501,0.02,652.287
0.15,0.182,1.1501,0.04,661.015
0.15,0.182,1.1501,0.06,665.191
0.15,0.182,1.1501,0.08,674.054
0.15,0.182,1.1501,0.1,680.278
0.15,0.182,1.1501,0.12,688.735
0.15,0.182,1.1501,0.14,694.757
0.15,0.2275,0.1643,0.02,644.299
0.15,0.2275,0.1643,0.04,651.868
0.15,0.2275,0.1643,0.06,657.704
0.15,0.2275,0.1643,0.08,662.458
0.15,0.2275,0.1643,0.1,673.162
0.15,0.2275,0.1643,0.12,679.932
0.15,0.2275,0.1643,0.14,685.901
0.15,0.2275,0.3286,0.02,642.119
0.15,0.2275,0.3286,0.04,649.711
0.15,0.2275,0.3286,0.06,654.909
0.15,0.2275,0.3286,0.08,665.185
0.15,0.2275,0.3286,0.1,673.618
0.15,0.2275,0.3286,0.12,680.53
0.15,0.2275,0.3286,0.14,687.838
0.15,0.2275,0.4929,0.02,642.947
0.15,0.2275,0.4929,0.04,649.476
0.15,0.2275,0.4929,0.06,658.508
0.15,0.2275,0.4929,0.08,665.746
0.15,0.2275,0.4929,0.1,673.962
0.15,0.2275,0.4929,0.12,680.658
0.15,0.2275,0.4929,0.14,686.756
0.15,0.2275,0.6572,0.02,642.415
0.15,0.2275,0.6572,0.04,650.947
0.15,0.2275,0.6572,0.06,657.654
0.15,0.2275,0.6572,0.08,664.907
0.15,0.2275,0.6572,0.1,673.769
0.2,0.091,0.3286,0.1,649.687
0.15,0.2275,0.6572,0.12,679.029
0.15,0.2275,0.6572,0.14,687.174
0.15,0.2275,0.8215,0.02,646.056
0.15,0.2275,0.8215,0.04,650.782
0.15,0.2275,0.8215,0.06,658.074
0.15,0.2275,0.8215,0.08,664.484
0.15,0.2275,0.8215,0.1,675.852
0.15,0.2275,0.8215,0.12,682.232
0.15,0.2275,0.8215,0.14,688.277
0.15,0.2275,0.9858,0.02,646.396
0.15,0.2275,0.9858,0.04,652.052
0.15,0.2275,0.9858,0.06,659.339
0.15,0.2275,0.9858,0.08,664.412
0.15,0.2275,0.9858,0.1,675.961
0.15,0.2275,0.9858,0.12,683.512
0.15,0.2275,0.9858,0.14,689.855
0.15,0.2275,1.1501,0.02,648.735
0.15,0.2275,1.1501,0.04,655.898
0.15,0.2275,1.1501,0.06,659.194
0.15,0.2275,1.1501,0.08,667.375
0.15,0.2275,1.1501,0.1,675.583
0.15,0.2275,1.1501,0.12,682.363
0.15,0.2275,1.1501,0.14,690.527
0.2,0.091,0.4929,0.1,646.387
0.2,0.0455,0.1643,0.02,644.169
0.2,0.0455,0.1643,0.04,643.245
0.2,0.0455,0.1643,0.06,645.362
0.2,0.0455,0.1643,0.08,644.429
0.2,0.0455,0.1643,0.1,644.093
0.2,0.0455,0.1643,0.12,641.072
0.2,0.0455,0.1643,0.14,644.815
0.2,0.0455,0.3286,0.02,648.237
0.2,0.0455,0.3286,0.04,646.462
0.2,0.0455,0.3286,0.06,645.057
0.2,0.0455,0.3286,0.08,646.534
0.2,0.0455,0.3286,0.1,648.218
0.2,0.0455,0.3286,0.12,645.093
0.2,0.0455,0.3286,0.14,649.015
0.2,0.0455,0.4929,0.02,658.162
0.2,0.0455,0.4929,0.04,653.743
0.2,0.0455,0.4929,0.06,649.203
0.2,0.0455,0.4929,0.08,653.638
0.2,0.0455,0.4929,0.1,650.723
0.2,0.0455,0.4929,0.12,651.703
0.2,0.0455,0.4929,0.14,655.655
0.2,0.0455,0.6572,0.02,652.295
0.2,0.0455,0.6572,0.04,656.083
0.2,0.0455,0.6572,0.06,656.295
0.2,0.0455,0.6572,0.08,660.959
0.2,0.0455,0.6572,0.1,662.518
0.2,0.0455,0.6572,0.12,655.707
0.2,0.0455,0.6572,0.14,657.59
0.2,0.0455,0.8215,0.02,660.878
0.2,0.0455,0.8215,0.04,662.133
0.2,0.0455,0.8215,0.06,661.791
0.2,0.0455,0.8215,0.08,664.374
0.2,0.0455,0.8215,0.1,659.52
0.2,0.0455,0.8215,0.12,659.004
0.2,0.0455,0.8215,0.14,665.175
0.2,0.0455,0.9858,0.02,665.335
0.2,0.0455,0.9858,0.04,663.547
0.2,0.0455,0.9858,0.06,666.683
0.2,0.0455,0.9858,0.08,660.766
0.2,0.0455,0.9858,0.1,665.77
0.2,0.0455,0.9858,0.12,667.704
0.2,0.0455,0.9858,0.14,662.949
0.2,0.0455,1.1501,0.02,668.823
0.2,0.0455,1.1501,0.04,669.855
0.2,0.0455,1.1501,0.06,670.923
0.2,0.0455,1.1501,0.08,672.93
0.2,0.0455,1.1501,0.1,668.662
0.2,0.0455,1.1501,0.12,670.381
0.2,0.0455,1.1501,0.14,669.856
0.2,0.091,0.1643,0.02,639.978
0.2,0.091,0.1643,0.04,642.325
0.2,0.091,0.1643,0.06,642.715
0.2,0.091,0.1643,0.08,646.886
0.2,0.091,0.1643,0.12,644.201
0.2,0.091,0.1643,0.14,647.68
0.2,0.091,0.3286,0.02,652.574
0.2,0.091,0.3286,0.04,650.468
0.2,0.091,0.3286,0.06,651.996
0.2,0.091,0.3286,0.08,653.998
0.2,0.091,0.3286,0.12,649.044
0.2,0.091,0.3286,0.14,652.803
0.2,0.091,0.4929,0.02,648.431
0.2,0.091,0.4929,0.04,651.608
0.2,0.091,0.4929,0.06,654.637
0.2,0.091,0.4929,0.08,653.153
0.2,0.091,0.4929,0.12,651.886
0.2,0.091,0.4929,0.14,657.452
0.2,0.091,0.6572,0.02,660.388
0.2,0.091,0.6572,0.04,660.601
0.2,0.091,0.6572,0.06,658.029
0.2,0.091,0.6572,0.08,652.909
0.2,0.091,0.6572,0.1,656.295
0.2,0.091,0.6572,0.12,652.472
0.2,0.091,0.6572,0.14,654.452
0.2,0.091,0.8215,0.02,661.259
0.2,0.091,0.8215,0.04,660.46
0.2,0.091,0.8215,0.06,663.673
0.2,0.091,0.8215,0.08,659.965
0.2,0.091,0.8215,0.1,663.282
0.2,0.091,0.8215,0.12,663.387
0.2,0.091,0.8215,0.14,664.259
0.2,0.091,0.9858,0.02,664.291
0.2,0.091,0.9858,0.04,666.129
0.2,0.091,0.9858,0.06,667.47
0.2,0.091,0.9858,0.08,667.129
0.2,0.091,0.9858,0.1,662.428
0.2,0.091,0.9858,0.12,665.233
0.2,0.091,0.9858,0.14,665.473
0.2,0.091,1.1501,0.02,670.875
0.2,0.091,1.1501,0.04,671.066
0.2,0.091,1.1501,0.06,668.215
0.2,0.091,1.1501,0.08,672.234
0.2,0.091,1.1501,0.1,672.058
0.2,0.091,1.1501,0.12,670.509
0.2,0.091,1.1501,0.14,668.208
0.2,0.1365,0.1643,0.02,643.774
0.2,0.1365,0.1643,0.04,649.318
0.2,0.1365,0.1643,0.06,646.364
0.2,0.1365,0.1643,0.08,652.227
0.2,0.1365,0.1643,0.1,646.463
0.2,0.1365,0.1643,0.12,657.006
0.2,0.1365,0.1643,0.14,654.996
0.2,0.1365,0.3286,0.02,647.81
0.2,0.1365,0.3286,0.04,654.441
0.2,0.1365,0.3286,0.06,654.272
0.2,0.1365,0.3286,0.08,657.649
0.2,0.1365,0.3286,0.1,656.571
0.2,0.1365,0.3286,0.12,657.111
0.2,0.1365,0.3286,0.14,661.651
0.2,0.1365,0.4929,0.02,659.245
0.2,0.1365,0.4929,0.04,653.741
0.2,0.1365,0.4929,0.06,659.573
0.2,0.1365,0.4929,0.08,660.734
0.2,0.1365,0.4929,0.1,664.793
0.2,0.1365,0.4929,0.12,661.267
0.2,0.1365,0.4929,0.14,662.608
0.2,0.1365,0.6572,0.02,660.893
0.2,0.1365,0.6572,0.04,659.031
0.2,0.1365,0.6572,0.06,664.077
0.2,0.1365,0.6572,0.08,663.543
0.2,0.1365,0.6572,0.1,668.733
0.2,0.1365,0.6572,0.12,666.962
0.2,0.1365,0.6572,0.14,671.229
0.2,0.1365,0.8215,0.02,663.241
0.2,0.1365,0.8215,0.04,670.294
0.2,0.1365,0.8215,0.06,665.266
0.2,0.1365,0.8215,0.08,669.908
0.2,0.1365,0.8215,0.1,672.483
0.2,0.1365,0.8215,0.12,669.602
0.2,0.1365,0.8215,0.14,674.72
0.2,0.1365,0.9858,0.02,666.242
0.2,0.1365,0.9858,0.04,669.884
0.2,0.1365,0.9858,0.06,672.355
0.2,0.1365,0.9858,0.08,670.901
0.2,0.1365,0.9858,0.1,677.526
0.2,0.1365,0.9858,0.12,679.042
0.2,0.1365,0.9858,0.14,673.642
0.2,0.1365,1.1501,0.02,671.806
0.2,0.1365,1.1501,0.04,670.517
0.2,0.1365,1.1501,0.06,673.057
0.2,0.1365,1.1501,0.08,674.603
0.2,0.1365,1.1501,0.1,679.715
0.2,0.1365,1.1501,0.12,680.587
0.2,0.1365,1.1501,0.14,679.555
0.2,0.182,0.1643,0.02,656.764
0.2,0.182,0.1643,0.04,660.522
0.2,0.182,0.1643,0.06,664.675
0.2,0.182,0.1643,0.08,672.602
0.2,0.182,0.1643,0.1,679.262
0.2,0.182,0.1643,0.12,685.528
0.2,0.182,0.1643,0.14,694.905
0.2,0.182,0.3286,0.02,659.13
0.2,0.182,0.3286,0.04,659.947
0.2,0.182,0.3286,0.06,670.658
0.2,0.182,0.3286,0.08,675.001
0.2,0.182,0.3286,0.1,680.381
0.2,0.182,0.3286,0.12,687.412
0.2,0.182,0.3286,0.14,698.36
0.2,0.182,0.4929,0.02,660.737
0.2,0.182,0.4929,0.04,669.253
0.2,0.182,0.4929,0.06,671.49
0.2,0.182,0.4929,0.08,677.204
0.2,0.182,0.4929,0.1,684.161
0.2,0.182,0.4929,0.12,691.184
0.2,0.182,0.4929,0.14,699.471
0.2,0.182,0.6572,0.02,667.256
0.2,0.182,0.6572,0.04,668.377
0.2,0.182,0.6572,0.06,677.234
0.2,0.182,0.6572,0.08,679.978
0.2,0.182,0.6572,0.1,688.931
0.2,0.182,0.6572,0.12,695.564
0.2,0.182,0.6572,0.14,701.864
0.2,0.182,0.8215,0.02,667.763
0.2,0.182,0.8215,0.04,671.483
0.2,0.182,0.8215,0.06,682.512
0.2,0.182,0.8215,0.08,685.899
0.2,0.182,0.8215,0.1,694.764
0.2,0.182,0.8215,0.12,700.581
0.2,0.182,0.8215,0.14,704.49
0.2,0.182,0.9858,0.02,669.21
0.2,0.182,0.9858,0.04,680.399
0.2,0.182,0.9858,0.06,687.368
0.2,0.182,0.9858,0.08,689.607
0.2,0.182,0.9858,0.1,698.648
0.2,0.182,0.9858,0.12,704.433
0.2,0.182,0.9858,0.14,708.859
0.2,0.182,1.1501,0.02,676.627
0.2,0.182,1.1501,0.04,684.443
0.2,0.182,1.1501,0.06,688.197
0.2,0.182,1.1501,0.08,695.379
0.2,0.182,1.1501,0.1,701.993
0.2,0.182,1.1501,0.12,706.186
0.2,0.182,1.1501,0.14,712.156
0.2,0.2275,0.1643,0.02,642.746
0.2,0.2275,0.1643,0.04,650.438
0.2,0.2275,0.1643,0.06,661.341
0.2,0.2275,0.1643,0.08,666.532
0.2,0.2275,0.1643,0.1,673.51
0.2,0.2275,0.1643,0.12,680.752
0.2,0.2275,0.1643,0.14,690.691
0.2,0.2275,0.3286,0.02,648.631
0.2,0.2275,0.3286,0.04,655.807
0.2,0.2275,0.3286,0.06,663.205
0.2,0.2275,0.3286,0.08,669.932
0.2,0.2275,0.3286,0.1,674.489
0.2,0.2275,0.3286,0.12,684.219
0.2,0.2275,0.3286,0.14,692.396
0.2,0.2275,0.4929,0.02,649.125
0.2,0.2275,0.4929,0.04,658.818
0.2,0.2275,0.4929,0.06,664.068
0.2,0.2275,0.4929,0.08,673.903
0.2,0.2275,0.4929,0.1,679.671
0.2,0.2275,0.4929,0.12,687.091
0.2,0.2275,0.4929,0.14,695.029
0.2,0.2275,0.6572,0.02,658.537
0.2,0.2275,0.6572,0.04,665.147
0.2,0.2275,0.6572,0.06,671.126
0.2,0.2275,0.6572,0.08,677.811
0.2,0.2275,0.6572,0.1,684.429
0.2,0.2275,0.6572,0.12,692.493
0.2,0.2275,0.6572,0.14,698.013
0.2,0.2275,0.8215,0.02,663.985
0.2,0.2275,0.8215,0.04,665.83
0.2,0.2275,0.8215,0.06,673.093
0.2,0.2275,0.8215,0.08,681.252
0.2,0.2275,0.8215,0.1,685.858
0.2,0.2275,0.8215,0.12,692.998
0.2,0.2275,0.8215,0.14,699.866
0.2,0.2275,0.9858,0.02,667.09
0.2,0.2275,0.9858,0.04,668.173
0.2,0.2275,0.9858,0.06,676.839
0.2,0.2275,0.9858,0.08,682.588
0.2,0.2275,0.9858,0.1,687.939
0.2,0.2275,0.9858,0.12,695.413
0.2,0.2275,0.9858,0.14,704.12
0.2,0.2275,1.1501,0.02,667.542
0.2,0.2275,1.1501,0.04,675.785
0.2,0.2275,1.1501,0.06,678.977
0.2,0.2275,1.1501,0.08,687.904
0.2,0.2275,1.1501,0.1,694.123
0.2,0.2275,1.1501,0.12,698.334
0.2,0.2275,1.1501,0.14,704.94
0.25,0.0455,0.1643,0.02,652.8
0.25,0.0455,0.1643,0.04,652.055
0.25,0.0455,0.1643,0.06,655.43
0.25,0.0455,0.1643,0.08,651.047
0.25,0.0455,0.1643,0.1,660.254
0.25,0.0455,0.1643,0.12,655.199
0.25,0.0455,0.1643,0.14,650.258
0.25,0.0455,0.3286,0.02,677.426
0.25,0.0455,0.3286,0.04,674.275
0.25,0.0455,0.3286,0.06,668.995
0.25,0.0455,0.3286,0.08,672.093
0.25,0.0455,0.3286,0.1,671.523
0.25,0.0455,0.3286,0.12,668.178
0.25,0.0455,0.3286,0.14,671.551
0.25,0.0455,0.4929,0.02,683.342
0.25,0.0455,0.4929,0.04,683.811
0.25,0.0455,0.4929,0.06,683.715
0.25,0.0455,0.4929,0.08,686.697
0.25,0.0455,0.4929,0.1,683.547
0.25,0.0455,0.4929,0.12,685.096
0.25,0.0455,0.4929,0.14,685.473
0.25,0.0455,0.6572,0.02,696.069
0.25,0.0455,0.6572,0.04,699.024
0.25,0.0455,0.6572,0.06,697.384
0.25,0.0455,0.6572,0.08,699.671
0.25,0.0455,0.6572,0.1,700.885
0.25,0.0455,0.6572,0.12,699.143
0.25,0.0455,0.6572,0.14,700.453
0.25,0.0455,0.8215,0.02,711.617
0.25,0.0455,0.8215,0.04,708.373
0.25,0.0455,0.8215,0.06,710.258
0.25,0.0455,0.8215,0.08,709.822
0.25,0.0455,0.8215,0.1,710.939
0.25,0.0455,0.8215,0.12,711.094
0.25,0.0455,0.8215,0.14,707.456
0.25,0.0455,0.9858,0.02,722.481
0.25,0.0455,0.9858,0.04,721.779
0.25,0.0455,0.9858,0.06,724.716
0.25,0.0455,0.9858,0.08,724.205
0.25,0.0455,0.9858,0.1,723.16
0.25,0.0455,0.9858,0.12,724.061
0.25,0.0455,0.9858,0.14,723.644
0.25,0.0455,1.1501,0.02,734.565
0.25,0.0455,1.1501,0.04,733.721
0.25,0.0455,1.1501,0.06,735.471
0.25,0.0455,1.1501,0.08,732.716
0.25,0.0455,1.1501,0.1,731.913
0.25,0.0455,1.1501,0.12,737.946
0.25,0.0455,1.1501,0.14,732.042
0.25,0.091,0.1643,0.02,653.628
0.25,0.091,0.1643,0.04,655.539
0.25,0.091,0.1643,0.06,656.919
0.25,0.091,0.1643,0.08,657.475
0.25,0.091,0.1643,0.1,657.415
0.25,0.091,0.1643,0.12,656.141
0.25,0.091,0.1643,0.14,658.72
0.25,0.091,0.3286,0.02,673.362
0.25,0.091,0.3286,0.04,668.239
0.25,0.091,0.3286,0.06,671.981
0.25,0.091,0.3286,0.08,670.022
0.25,0.091,0.3286,0.1,672.034
0.25,0.091,0.3286,0.12,671.418
0.25,0.091,0.3286,0.14,671.562
0.25,0.091,0.4929,0.02,687.953
0.25,0.091,0.4929,0.04,685.287
0.25,0.091,0.4929,0.06,684.793
0.25,0.091,0.4929,0.08,681.901
0.25,0.091,0.4929,0.1,685.183
0.25,0.091,0.4929,0.12,686.225
0.25,0.091,0.4929,0.14,685.42
0.25,0.091,0.6572,0.02,698.701
0.25,0.091,0.6572,0.04,699.639
0.25,0.091,0.6572,0.06,697.434
0.25,0.091,0.6572,0.08,700.794
0.25,0.091,0.6572,0.1,698.357
0.25,0.091,0.6572,0.12,699.568
0.25,0.091,0.6572,0.14,698.28
0.25,0.091,0.8215,0.02,714.375
0.25,0.091,0.8215,0.04,710.177
0.25,0.091,0.8215,0.06,707.851
0.25,0.091,0.8215,0.08,711.395
0.25,0.091,0.8215,0.1,713.912
0.25,0.091,0.8215,0.12,709.431
0.25,0.091,0.8215,0.14,712.677
0.25,0.091,0.9858,0.02,723.719
0.25,0.091,0.9858,0.04,726.065
0.25,0.091,0.9858,0.06,722.006
0.25,0.091,0.9858,0.08,724.72
0.25,0.091,0.9858,0.1,721.564
0.25,0.091,0.9858,0.12,721.758
0.25,0.091,0.9858,0.14,723.475
0.25,0.091,1.1501,0.02,734.789
0.25,0.091,1.1501,0.04,734.064
0.25,0.091,1.1501,0.06,736.97
0.25,0.091,1.1501,0.08,737.691
0.25,0.091,1.1501,0.1,734.173
0.25,0.091,1.1501,0.12,732.226
0.25,0.091,1.1501,0.14,735.202
0.25,0.1365,0.1643,0.02,661.047
0.25,0.1365,0.1643,0.04,659.348
0.25,0.1365,0.1643,0.06,658.915
0.25,0.1365,0.1643,0.08,662.301
0.25,0.1365,0.1643,0.1,668.639
0.25,0.1365,0.1643,0.12,668.696
0.25,0.1365,0.1643,0.14,665.754
0.25,0.1365,0.3286,0.02,674.221
0.25,0.1365,0.3286,0.04,675.205
0.25,0.1365,0.3286,0.06,670.746
0.25,0.1365,0.3286,0.08,678.548
0.25,0.1365,0.3286,0.1,675.147
0.25,0.1365,0.3286,0.12,680.07
0.25,0.1365,0.3286,0.14,683.715
0.25,0.1365,0.4929,0.02,685.993
0.25,0.1365,0.4929,0.04,688.419
0.25,0.1365,0.4929,0.06,691.905
0.25,0.1365,0.4929,0.08,689.893
0.25,0.1365,0.4929,0.1,695.143
0.25,0.1365,0.4929,0.12,692.864
0.25,0.1365,0.4929,0.14,694.317
0.25,0.1365,0.6572,0.02,699.157
0.25,0.1365,0.6572,0.04,700.57
0.25,0.1365,0.6572,0.06,702.323
0.25,0.1365,0.6572,0.08,705.37
0.25,0.1365,0.6572,0.1,702.731
0.25,0.1365,0.6572,0.12,707.953
0.25,0.1365,0.6572,0.14,706.291
0.25,0.1365,0.8215,0.02,710.587
0.25,0.1365,0.8215,0.04,714.321
0.25,0.1365,0.8215,0.06,717.079
0.25,0.1365,0.8215,0.08,719.23
0.25,0.1365,0.8215,0.1,715.981
0.25,0.1365,0.8215,0.12,717.254
0.25,0.1365,0.8215,0.14,721.162
0.25,0.1365,0.9858,0.02,722.173
0.25,0.1365,0.9858,0.04,727.412
0.25,0.1365,0.9858,0.06,726.737
0.25,0.1365,0.9858,0.08,729.75
0.25,0.1365,0.9858,0.1,729.605
0.25,0.1365,0.9858,0.12,731.909
0.25,0.1365,0.9858,0.14,730.674
0.25,0.1365,1.1501,0.02,732.552
0.25,0.1365,1.1501,0.04,737.006
0.25,0.1365,1.1501,0.06,734.809
0.25,0.1365,1.1501,0.08,739.412
0.25,0.1365,1.1501,0.1,740.449
0.3,0.091,0.1643,0.1,682.97
0.25,0.1365,1.1501,0.12,743.059
0.25,0.1365,1.1501,0.14,744.587
0.25,0.182,0.1643,0.02,663.434
0.25,0.182,0.1643,0.04,667.749
0.25,0.182,0.1643,0.06,679.223
0.25,0.182,0.1643,0.08,685.821
0.25,0.182,0.1643,0.1,688.51
0.25,0.182,0.1643,0.12,695.522
0.25,0.182,0.1643,0.14,701.944
0.25,0.182,0.3286,0.02,678.059
0.25,0.182,0.3286,0.04,681.798
0.25,0.182,0.3286,0.06,690.543
0.25,0.182,0.3286,0.08,696.104
0.25,0.182,0.3286,0.1,701.919
0.25,0.182,0.3286,0.12,706.177
0.25,0.182,0.3286,0.14,714.351
0.25,0.182,0.4929,0.02,694.318
0.25,0.182,0.4929,0.04,698.868
0.25,0.182,0.4929,0.06,703.436
0.25,0.182,0.4929,0.08,706.275
0.25,0.182,0.4929,0.1,712.014
0.25,0.182,0.4929,0.12,720.54
0.25,0.182,0.4929,0.14,724.549
0.25,0.182,0.6572,0.02,542.887
0.25,0.182,0.6572,0.04,708.873
0.25,0.182,0.6572,0.06,716.868
0.25,0.182,0.6572,0.08,722.851
0.25,0.182,0.6572,0.1,724.469
0.25,0.182,0.6572,0.12,731.166
0.25,0.182,0.6572,0.14,735.952
0.25,0.182,0.8215,0.02,718.625
0.25,0.182,0.8215,0.04,723.809
0.25,0.182,0.8215,0.06,725.311
0.25,0.182,0.8215,0.08,731.954
0.25,0.182,0.8215,0.1,738.196
0.25,0.182,0.8215,0.12,741.9
0.25,0.182,0.8215,0.14,747.61
0.25,0.182,0.9858,0.02,729.964
0.25,0.182,0.9858,0.04,733.541
0.25,0.182,0.9858,0.06,737.57
0.25,0.182,0.9858,0.08,744.56
0.25,0.182,0.9858,0.1,749.787
0.25,0.182,0.9858,0.12,753.675
0.25,0.182,0.9858,0.14,758.912
0.25,0.182,1.1501,0.02,740.295
0.25,0.182,1.1501,0.04,743.419
0.25,0.182,1.1501,0.06,749.079
0.25,0.182,1.1501,0.08,754.587
0.25,0.182,1.1501,0.1,757.836
0.25,0.182,1.1501,0.12,761.571
0.25,0.182,1.1501,0.14,769.359
0.25,0.2275,0.1643,0.02,661.074
0.25,0.2275,0.1643,0.04,666.008
0.25,0.2275,0.1643,0.06,667.083
0.25,0.2275,0.1643,0.08,676.259
0.25,0.2275,0.1643,0.1,682.525
0.25,0.2275,0.1643,0.12,690.894
0.25,0.2275,0.1643,0.14,697.59
0.25,0.2275,0.3286,0.02,673.896
0.25,0.2275,0.3286,0.04,673.599
0.25,0.2275,0.3286,0.06,680.315
0.25,0.2275,0.3286,0.08,687.362
0.25,0.2275,0.3286,0.1,692.714
0.25,0.2275,0.3286,0.12,699.106
0.25,0.2275,0.3286,0.14,705.677
0.25,0.2275,0.4929,0.02,684.893
0.25,0.2275,0.4929,0.04,688.301
0.25,0.2275,0.4929,0.06,692.181
0.25,0.2275,0.4929,0.08,700.265
0.25,0.2275,0.4929,0.1,703.516
0.25,0.2275,0.4929,0.12,710.302
0.25,0.2275,0.4929,0.14,716.204
0.25,0.2275,0.6572,0.02,696.888
0.25,0.2275,0.6572,0.04,699.985
0.25,0.2275,0.6572,0.06,702.659
0.25,0.2275,0.6572,0.08,709.382
0.25,0.2275,0.6572,0.1,713.835
0.25,0.2275,0.6572,0.12,720.121
0.25,0.2275,0.6572,0.14,723.225
0.25,0.2275,0.8215,0.02,710.34
0.25,0.2275,0.8215,0.04,711.114
0.25,0.2275,0.8215,0.06,716.177
0.25,0.2275,0.8215,0.08,718.913
0.25,0.2275,0.8215,0.1,722.493
0.25,0.2275,0.8215,0.12,727.781
0.25,0.2275,0.8215,0.14,731.617
0.25,0.2275,0.9858,0.02,719.865
0.25,0.2275,0.9858,0.04,720.115
0.25,0.2275,0.9858,0.06,724.011
0.25,0.2275,0.9858,0.08,727.023
0.25,0.2275,0.9858,0.1,733.1
0.25,0.2275,0.9858,0.12,737.378
0.25,0.2275,0.9858,0.14,740.891
0.25,0.2275,1.1501,0.02,730.279
0.25,0.2275,1.1501,0.04,732.216
0.25,0.2275,1.1501,0.06,734.729
0.25,0.2275,1.1501,0.08,736.808
0.25,0.2275,1.1501,0.1,741.704
0.25,0.2275,1.1501,0.12,745.403
0.25,0.2275,1.1501,0.14,749.766
0.3,0.091,0.3286,0.1,717.763
0.25,0.273,0.3286,0.02,566.928
0.25,0.273,0.4929,0.02,585.353
0.25,0.273,0.6572,0.02,601.417
0.25,0.273,0.8215,0.02,617.231
0.25,0.273,0.9858,0.02,629.306
0.25,0.273,1.1501,0.02,641.746
0.3,0.0455,0.1643,0.02,683.08
0.3,0.0455,0.1643,0.04,680.185
0.3,0.091,0.4929,0.1,746.293
0.3,0.0455,0.1643,0.06,680.408
0.3,0.0455,0.1643,0.08,684.884
0.3,0.0455,0.1643,0.1,682.553
0.3,0.0455,0.1643,0.12,681.913
0.3,0.0455,0.1643,0.14,680.491
0.3,0.0455,0.3286,0.02,713.691
0.3,0.0455,0.3286,0.04,718.593
0.3,0.0455,0.3286,0.06,712.832
0.3,0.0455,0.3286,0.08,718.358
0.3,0.0455,0.3286,0.1,715.968
0.3,0.0455,0.3286,0.12,717.729
0.3,0.0455,0.3286,0.14,715.332
0.3,0.0455,0.4929,0.02,744.158
0.3,0.0455,0.4929,0.04,742.031
0.3,0.0455,0.4929,0.06,744.552
0.3,0.0455,0.4929,0.08,745.804
0.3,0.0455,0.4929,0.1,743.337
0.3,0.0455,0.4929,0.12,746.075
0.3,0.0455,0.4929,0.14,743.868
0.3,0.0455,0.6572,0.02,770.669
0.3,0.0455,0.6572,0.04,771.397
0.3,0.0455,0.6572,0.06,771.844
0.3,0.0455,0.6572,0.08,770.99
0.3,0.0455,0.6572,0.1,772.866
0.3,0.0455,0.6572,0.12,772.536
0.3,0.0455,0.6572,0.14,769.765
0.3,0.0455,0.8215,0.02,795.403
0.3,0.0455,0.8215,0.04,793.169
0.3,0.0455,0.8215,0.06,793.126
0.3,0.0455,0.8215,0.08,793.383
0.3,0.0455,0.8215,0.1,793.896
0.3,0.0455,0.8215,0.12,790.473
0.3,0.0455,0.8215,0.14,795.906
0.3,0.0455,0.9858,0.02,815.81
0.3,0.0455,0.9858,0.04,814.95
0.3,0.0455,0.9858,0.06,814.11
0.3,0.0455,0.9858,0.08,816.635
0.3,0.0455,0.9858,0.1,813.664
0.3,0.0455,0.9858,0.12,817.023
0.3,0.0455,0.9858,0.14,816.839
0.3,0.0455,1.1501,0.02,833.12
0.3,0.0455,1.1501,0.04,830.994
0.3,0.0455,1.1501,0.06,833.421
0.3,0.0455,1.1501,0.08,834.336
0.3,0.0455,1.1501,0.1,831.606
0.3,0.0455,1.1501,0.12,835.532
0.3,0.0455,1.1501,0.14,832.032
0.3,0.091,0.1643,0.02,682.7
0.3,0.091,0.1643,0.04,680.948
0.3,0.091,0.1643,0.06,684.806
0.3,0.091,0.1643,0.08,683.876
0.3,0.091,0.1643,0.12,683.695
0.3,0.091,0.1643,0.14,680.325
0.3,0.091,0.3286,0.02,714.289
