,SigC,SigH,EpsC,EpsH,density,estimErr
1,0.05,0.045,0.15,0.01,0.0,100.0
2,0.2,0.1975,0.6499999999999999,0.0799999999999999,0.0,100.0
3,0.2749999999999999,0.12125,0.3999999999999999,0.045,0.0,100.0
4,0.125,0.27375,0.8999999999999999,0.1149999999999999,0.0,100.0
5,0.1624999999999999,0.159375,0.7749999999999999,0.1324999999999999,0.0,100.0
6,0.3125,0.3118749999999999,0.2749999999999999,0.0624999999999999,0.0,100.0
7,0.2375,0.083125,1.025,0.0974999999999999,0.0,100.0
8,0.0875,0.2356249999999999,0.5249999999999999,0.0274999999999999,0.0,100.0
9,0.10625,0.1403125,1.0875,0.07125,0.0,100.0
10,0.25625,0.2928125,0.5874999999999999,0.14125,0.0,100.0
11,0.33125,0.0640625,0.8374999999999999,0.03625,0.0,100.0
12,0.18125,0.2165625,0.3374999999999999,0.1062499999999999,0.0,100.0
13,0.14375,0.1021875,0.4624999999999999,0.0887499999999999,0.0,100.0
14,0.29375,0.2546875,0.9625,0.01875,0.0,100.0
15,0.21875,0.1784374999999999,0.2125,0.1237499999999999,0.0,100.0
16,0.06875,0.3309375,0.7124999999999999,0.05375,0.0,100.0
17,0.078125,0.18796875,0.6187499999999999,0.1018749999999999,0.0,100.0
18,0.228125,0.34046875,1.11875,0.031875,0.0,100.0
19,0.303125,0.1117187499999999,0.3687499999999999,0.136875,0.0,100.0
20,0.153125,0.26421875,0.8687499999999999,0.0668749999999999,0.0,100.0
21,0.190625,0.07359375,0.99375,0.0493749999999999,0.0,100.0
22,0.3406249999999999,0.2260937499999999,0.4937499999999999,0.1193749999999999,0.0,100.0
23,0.265625,0.14984375,0.7437499999999999,0.0143749999999999,0.0,100.0
24,0.115625,0.3023437499999999,0.2437499999999999,0.0843749999999999,0.0,100.0
25,0.096875,0.09265625,0.6812499999999999,0.128125,0.0,100.0
26,0.246875,0.24515625,0.18125,0.0581249999999999,0.0,100.0
27,0.3218749999999999,0.1689062499999999,0.93125,0.0931249999999999,0.0,100.0
28,0.171875,0.32140625,0.4312499999999999,0.023125,0.0,100.0
29,0.134375,0.13078125,0.3062499999999999,0.0406249999999999,0.0,100.0
30,0.284375,0.28328125,0.8062499999999999,0.1106249999999999,0.0,100.0
31,0.2093749999999999,0.0545312499999999,0.5562499999999999,0.0756249999999999,0.0,100.0
32,0.059375,0.20703125,1.05625,0.145625,0.0,100.0
33,0.0640625,0.126015625,0.8531249999999999,0.0865624999999999,0.0,100.0
34,0.2140625,0.278515625,0.3531249999999999,0.0165625,0.0,100.0
35,0.2890625,0.049765625,1.103125,0.1215624999999999,0.0,100.0
36,0.1390625,0.202265625,0.6031249999999999,0.0515625,0.0,100.0
37,0.1765625,0.087890625,0.2281249999999999,0.0690625,0.0,100.0
38,0.3265625,0.2403906249999999,0.7281249999999999,0.1390625,0.0,100.0
39,0.2515625,0.1641406249999999,0.4781249999999999,0.0340624999999999,0.0,100.0
40,0.1015625,0.3166406249999999,0.978125,0.1040624999999999,0.0,100.0
41,0.1203125,0.0688281249999999,0.4156249999999999,0.1478124999999999,0.0,100.0
42,0.2703125,0.221328125,0.915625,0.0778124999999999,0.0,100.0
43,0.3453124999999999,0.145078125,0.165625,0.1128124999999999,0.0,100.0
