,SigC,SigH,EpsC,EpsH,density,estimErr
269,0.05,0.273,0.6572,0.04,8.01649,4.9
270,0.05,0.273,0.6572,0.06,6.99739,4.2
271,0.05,0.273,0.6572,0.08,6.29828,3.8
272,0.05,0.273,0.6572,0.1,10.8405,11.0
273,0.0500,0.273,0.6572,0.12,446.143,--
274,0.0500,0.273,0.6572,0.14,446.143,--
275,0.05,0.273,0.8215,0.02,16.8203,11.0
276,0.05,0.273,0.8215,0.04,8.0165,4.9
277,0.05,0.273,0.8215,0.06,7.02802,4.3
278,0.05,0.273,0.8215,0.08,8.53177,5.2
279,0.05,0.273,0.8215,0.1,5.89123,3.6
280,0.0500,0.273,0.8215,0.12,446.143,--
281,0.0500,0.273,0.8215,0.14,446.143,--
282,0.05,0.273,0.9858,0.02,11.0597,6.9
283,0.05,0.273,0.9858,0.04,8.08158,4.9
284,0.05,0.273,0.9858,0.06,7.01884,4.3
285,0.05,0.273,0.9858,0.08,6.32103,3.8
286,0.05,0.273,0.9858,0.1,5.87461,3.6
287,0.0500,0.273,0.9858,0.12,446.143,--
288,0.0500,0.273,0.9858,0.14,446.143,--
289,0.05,0.273,1.1501,0.02,11.4289,7.1
290,0.05,0.273,1.1501,0.04,8.03464,4.9
291,0.05,0.273,1.1501,0.06,8.67188,5.1
292,0.05,0.273,1.1501,0.08,6.30258,3.8
293,0.05,0.273,1.1501,0.1,5.92112,3.6
294,0.0500,0.273,1.1501,0.12,446.143,--
295,0.0500,0.273,1.1501,0.14,446.143,--
296,0.0500,0.3185,0.1643,0.0200,446.143,--
297,0.0500,0.3185,0.1643,0.04,446.143,--
298,0.0500,0.3185,0.1643,0.06,446.143,--
299,0.0500,0.3185,0.1643,0.08,446.143,--
300,0.0500,0.3185,0.1643,0.1,446.143,--
301,0.0500,0.3185,0.1643,0.12,446.143,--
302,0.1,0.091,0.3286,0.1,643.841,4.9
303,0.0500,0.3185,0.1643,0.14,446.143,--
304,0.0500,0.3185,0.3286,0.0200,446.143,--
305,0.0500,0.3185,0.3286,0.04,446.143,--
306,0.0500,0.3185,0.3286,0.06,446.143,--
307,0.0500,0.3185,0.3286,0.08,446.143,--
308,0.0500,0.3185,0.3286,0.1,446.143,--
309,0.0500,0.3185,0.3286,0.12,446.143,--
310,0.0500,0.3185,0.3286,0.14,446.143,--
311,0.0500,0.3185,0.4929,0.0200,446.143,--
312,0.0500,0.3185,0.4929,0.04,446.143,--
313,0.0500,0.3185,0.4929,0.06,446.143,--
314,0.0500,0.3185,0.4929,0.08,446.143,--
315,0.0500,0.3185,0.4929,0.1,446.143,--
316,0.0500,0.3185,0.4929,0.12,446.143,--
317,0.0500,0.3185,0.4929,0.14,446.143,--
318,0.0500,0.3185,0.6572,0.0200,446.143,--
319,0.0500,0.3185,0.6572,0.04,446.143,--
320,0.0500,0.3185,0.6572,0.06,446.143,--
321,0.0500,0.3185,0.6572,0.08,446.143,--
322,0.0500,0.3185,0.6572,0.1,446.143,--
323,0.0500,0.3185,0.6572,0.12,446.143,--
324,0.0500,0.3185,0.6572,0.14,446.143,--
325,0.0500,0.3185,0.8215,0.0200,446.143,--
326,0.0500,0.3185,0.8215,0.04,446.143,--
327,0.0500,0.3185,0.8215,0.06,446.143,--
328,0.0500,0.3185,0.8215,0.08,446.143,--
329,0.0500,0.3185,0.8215,0.1,446.143,--
330,0.0500,0.3185,0.8215,0.12,446.143,--
331,0.0500,0.3185,0.8215,0.14,446.143,--
332,0.0500,0.3185,0.9858,0.0200,446.143,--
333,0.0500,0.3185,0.9858,0.04,446.143,--
334,0.0500,0.3185,0.9858,0.06,446.143,--
335,0.0500,0.3185,0.9858,0.08,446.143,--
336,0.0500,0.3185,0.9858,0.1,446.143,--
337,0.0500,0.3185,0.9858,0.12,446.143,--
338,0.0500,0.3185,0.9858,0.14,446.143,--
339,0.0500,0.3185,1.1501,0.0200,446.143,--
340,0.0500,0.3185,1.1501,0.04,446.143,--
341,0.0500,0.3185,1.1501,0.06,446.143,--
342,0.0500,0.3185,1.1501,0.08,446.143,--
343,0.0500,0.3185,1.1501,0.1,446.143,--
344,0.0500,0.3185,1.1501,0.12,446.143,--
345,0.0500,0.3185,1.1501,0.14,446.143,--
346,0.1,0.0455,0.1643,0.02,641.703,4.4
347,0.1,0.0455,0.1643,0.04,637.703,4.4
348,0.1,0.0455,0.1643,0.06,639.577,2.9
349,0.1,0.0455,0.1643,0.08,638.526,3.5
350,0.1,0.0455,0.1643,0.1,642.626,3.2
351,0.1,0.0455,0.1643,0.12,639.675,4.3
352,0.1,0.0455,0.1643,0.14,635.945,28.6387
353,0.1,0.0455,0.3286,0.02,638.019,3.1
354,0.1,0.0455,0.3286,0.04,640.355,3.6
355,0.1,0.0455,0.3286,0.06,643.267,3.2
356,0.1,0.0455,0.3286,0.08,638.558,2.4
357,0.1,0.0455,0.3286,0.1,640.864,2.8
358,0.1,0.0455,0.3286,0.12,638.018,2.8
359,0.1,0.0455,0.3286,0.14,641.364,3.9
360,0.1,0.0455,0.4929,0.02,642.162,3.3
361,0.1,0.0455,0.4929,0.04,637.144,3.4
362,0.1,0.0455,0.4929,0.06,637.573,3.1
363,0.1,0.0455,0.4929,0.08,642.477,2.2
364,0.1,0.0455,0.4929,0.1,644.509,3.2
365,0.1,0.0455,0.4929,0.12,640.479,3.4
366,0.1,0.0455,0.4929,0.14,643.599,4.4
367,0.1,0.0455,0.6572,0.02,640.259,4.4
368,0.1,0.0455,0.6572,0.04,636.332,2.7
369,0.1,0.0455,0.6572,0.06,640.765,2.2
370,0.1,0.0455,0.6572,0.08,630.405,30.5904
371,0.1,0.0455,0.6572,0.1,637.898,1.7
372,0.1,0.0455,0.6572,0.12,639.015,3.3
373,0.1,0.0455,0.6572,0.14,641.129,3.7
374,0.1,0.0455,0.8215,0.02,640.545,2.1
375,0.1,0.0455,0.8215,0.04,639.624,4.2
376,0.1,0.0455,0.8215,0.06,643.111,2.4
377,0.1,0.0455,0.8215,0.08,638.493,3.6
378,0.1,0.0455,0.8215,0.1,637.579,4.9
379,0.1,0.0455,0.8215,0.12,641.578,2.9
380,0.1,0.0455,0.8215,0.14,639.999,28.6657
381,0.1,0.0455,0.9858,0.02,634.822,5.9
382,0.1,0.0455,0.9858,0.04,632.919,4.2
383,0.1,0.0455,0.9858,0.06,639.68,5.4
384,0.1,0.0455,0.9858,0.08,638.288,26.9283
385,0.1,0.0455,0.9858,0.1,640.342,3.1
386,0.1,0.0455,0.9858,0.12,643.74,3.7
387,0.1,0.0455,0.9858,0.14,637.541,5.1
388,0.1,0.0455,1.1501,0.02,633.543,2.2
389,0.1,0.0455,1.1501,0.04,642.706,27.4853
390,0.1,0.0455,1.1501,0.06,636.369,5.7
391,0.1,0.0455,1.1501,0.08,643.897,2.9
392,0.1,0.0455,1.1501,0.1,643.656,3.8
393,0.1,0.0455,1.1501,0.12,639.898,3.4
394,0.1,0.0455,1.1501,0.14,641.684,2.8
395,0.1,0.091,0.1643,0.02,631.868,3.3
396,0.1,0.091,0.1643,0.04,635.728,4.8
397,0.1,0.091,0.1643,0.06,635.587,3.8
398,0.1,0.091,0.1643,0.08,640.197,3.1
399,0.1,0.091,0.1643,0.12,634.676,28.9704
400,0.1,0.091,0.1643,0.14,642.498,4.5
401,0.1,0.091,0.3286,0.02,634.039,29.0542
402,0.1,0.091,0.3286,0.04,643.476,4.5
403,0.1,0.091,0.4929,0.1,635.387,5.8
404,0.1,0.091,0.3286,0.06,633.882,2.8
405,0.1,0.091,0.3286,0.08,639.972,3.8
406,0.1,0.091,0.3286,0.12,643.326,2.7
407,0.1,0.091,0.3286,0.14,639.927,3.8
408,0.1,0.091,0.4929,0.02,634.48,5.4
409,0.1,0.091,0.4929,0.04,640.439,3.5
410,0.1,0.091,0.4929,0.06,639.659,3.9
411,0.1,0.091,0.4929,0.08,640.372,3.5
412,0.1,0.091,0.4929,0.12,641.75,2.3
413,0.1,0.091,0.4929,0.14,639.592,4.9
414,0.1,0.091,0.6572,0.02,639.879,2.8
415,0.1,0.091,0.6572,0.04,643.936,3.1
416,0.1,0.091,0.6572,0.06,641.33,2.9
417,0.1,0.091,0.6572,0.08,637.568,1.8
418,0.1,0.091,0.6572,0.1,645.17,3.1
419,0.1,0.091,0.6572,0.12,641.102,2.2
420,0.1,0.091,0.6572,0.14,641.576,4.9
421,0.1,0.091,0.8215,0.02,641.854,3.5
422,0.1,0.091,0.8215,0.04,636.493,2.2
423,0.1,0.091,0.8215,0.06,643.986,4.6
424,0.1,0.091,0.8215,0.08,642.813,26.492
425,0.1,0.091,0.8215,0.1,635.438,5.5
426,0.1,0.091,0.8215,0.12,637.083,3.4
427,0.1,0.091,0.8215,0.14,635.015,3.1
428,0.1,0.091,0.9858,0.02,637.359,29.1611
429,0.1,0.091,0.9858,0.04,635.708,3.6
430,0.1,0.091,0.9858,0.06,635.326,2.6
431,0.1,0.091,0.9858,0.08,640.087,4.7
432,0.1,0.091,0.9858,0.1,644.667,2.9
433,0.1,0.091,0.9858,0.12,645.118,3.7
434,0.1,0.091,0.9858,0.14,642.349,3.3
435,0.1,0.091,1.1501,0.02,640.784,3.7
436,0.1,0.091,1.1501,0.04,637.555,3.2
437,0.1,0.091,1.1501,0.06,634.404,4.5
438,0.1,0.091,1.1501,0.08,637.288,2.3
439,0.1,0.091,1.1501,0.1,640.542,1.7
440,0.1,0.091,1.1501,0.12,636.201,4.1
441,0.1,0.091,1.1501,0.14,639.903,2.1
442,0.1,0.1365,0.1643,0.02,642.45,3.7
443,0.1,0.1365,0.1643,0.04,639.099,2.1
444,0.1,0.1365,0.1643,0.06,643.208,27.5158
445,0.1,0.1365,0.1643,0.08,645.17,3.9
446,0.1,0.1365,0.1643,0.1,648.573,3.2
447,0.1,0.1365,0.1643,0.12,647.03,3.2
448,0.1,0.1365,0.1643,0.14,653.653,4.9
449,0.1,0.1365,0.3286,0.02,636.105,2.2
450,0.1,0.1365,0.3286,0.04,639.297,4.2
451,0.1,0.1365,0.3286,0.06,646.37,2.2
452,0.1,0.1365,0.3286,0.08,650.463,4.7
453,0.1,0.1365,0.3286,0.1,650.301,2.5
454,0.1,0.1365,0.3286,0.12,651.262,3.1
455,0.1,0.1365,0.3286,0.14,652.75,3.2
456,0.1,0.1365,0.4929,0.02,640.831,3.3
457,0.1,0.1365,0.4929,0.04,638.812,5.5
458,0.1,0.1365,0.4929,0.06,648.75,3.3
459,0.1,0.1365,0.4929,0.08,643.442,2.9
460,0.1,0.1365,0.4929,0.1,644.918,1.9
461,0.1,0.1365,0.4929,0.12,651.062,26.4296
462,0.1,0.1365,0.4929,0.14,648.905,3.5
463,0.1,0.1365,0.6572,0.02,641.353,3.7
464,0.1,0.1365,0.6572,0.04,643.952,27.8335
465,0.1,0.1365,0.6572,0.06,645.528,4.3
466,0.1,0.1365,0.6572,0.08,641.53,31.2969
467,0.1,0.1365,0.6572,0.1,652.362,25.9063
468,0.1,0.1365,0.6572,0.12,647.469,4.6
469,0.1,0.1365,0.6572,0.14,649.99,2.3
470,0.1,0.1365,0.8215,0.02,638.115,29.0981
471,0.1,0.1365,0.8215,0.04,643.335,3.4
472,0.1,0.1365,0.8215,0.06,646.285,2.7
473,0.1,0.1365,0.8215,0.08,651.429,3.9
474,0.1,0.1365,0.8215,0.1,651.298,25.4442
475,0.1,0.1365,0.8215,0.12,649.77,5.1
476,0.1,0.1365,0.8215,0.14,657.144,4.3
477,0.1,0.1365,0.9858,0.02,644.934,4.1
478,0.1,0.1365,0.9858,0.04,637.775,2.1
479,0.1,0.1365,0.9858,0.06,642.991,2.2
480,0.1,0.1365,0.9858,0.08,648.183,2.8
481,0.1,0.1365,0.9858,0.1,647.668,3.2
482,0.1,0.1365,0.9858,0.12,658.736,3.7
483,0.1,0.1365,0.9858,0.14,650.501,3.1
484,0.1,0.1365,1.1501,0.02,646.019,2.8
485,0.1,0.1365,1.1501,0.04,642.365,3.6
486,0.1,0.1365,1.1501,0.06,641.19,1.8
487,0.1,0.1365,1.1501,0.08,647.57,2.7
488,0.1,0.1365,1.1501,0.1,653.477,3.3
489,0.1,0.1365,1.1501,0.12,648.906,2.5
490,0.1,0.1365,1.1501,0.14,655.098,3.6
491,0.1,0.182,0.1643,0.02,643.247,30.2629
492,0.1,0.182,0.1643,0.04,656.885,3.4
493,0.1,0.182,0.1643,0.06,662.375,2.7
494,0.1,0.182,0.1643,0.08,671.445,3.7
495,0.1,0.182,0.1643,0.1,676.678,3.7
496,0.1,0.182,0.1643,0.12,681.606,2.1
497,0.1,0.182,0.1643,0.14,688.672,5.7
498,0.1,0.182,0.3286,0.02,644.953,29.4193
499,0.1,0.182,0.3286,0.04,655.385,2.5
500,0.1,0.182,0.3286,0.06,667.989,4.2
501,0.1,0.182,0.3286,0.08,669.133,2.6
502,0.1,0.182,0.3286,0.1,678.354,2.9
503,0.1,0.182,0.3286,0.12,683.503,3.6
504,0.1,0.182,0.3286,0.14,685.473,4.8
505,0.1,0.182,0.4929,0.02,653.458,3.3
